2048-c                                          aalib-static
 abiword-static
 ack-grep
 adwaita-icon-theme
 adwaita-qt
 aircrack-ng
 aircrack-ng-static
 android-tools
 angle-grinder
 ani-cli
 aom-tools
 appstream-glib
 apr-static
 apr-util
 apr-util-static
 apt-file
 apt-ftparchive
 apt-transport-tor
 argon2-static
 arp-scan
 aspell-de
 aspell-en
 aspell-es
 aspell-fr
 aspell-static
 assimp-static
 astra-sm
 at-spi2-atk
 at-spi2-core
 attr-static
 aubio-static
 audacious-plugins
 audacity-ffmpeg
 autoconf-archive
 avahi-static
 avrdude-static
 bacula-fd
 bacula-fd-static
 bash-completion
 binutils-gold
 binutils-is-llvm
 binutils-libs
 bison-static
 bluefish-static
 boost-headers
 boost-static
 brainfuck-static
 brotli-static
 bsd-games
 build-essential
 c-ares
 c-script
 c-toxcore
 c-toxcore-static
 ca-certificates
 ca-certificates-java
 cabal-install
 cairo-dock-core
 caja-static
 calcurse-caldav
 capnproto-static
 capstone-static
 cavez-of-phear
 cavif-rs
 cec-client
 ceu-lang
 cfengine-static
 chafa-static
 check-static
 chicken-static
 chocolate-doom
 clamav-static
 cmake-curses-gui
 cmark-static
 coinor-clp
 coinor-clp-static
 colm-static
 command-not-found
 console-bridge
 crypto-monitor
 cryptopp-static
 cryptsetup-static
 ctypes-sh
 cups-static
 dar-static
 dbus-glib
 dbus-glib-static
 dbus-python
 dbus-static
 desktop-file-utils
 dgsh-static
 dialog-static
 djvulibre-static
 dmtx-utils
 dnote-client
 dnote-server
 dnsutils-static
 docbook-xml
 docbook-xsl
 docker-compose
 docopt-static
 dotconf-static
 double-conversion
 dpkg-perl
 dpkg-scanpackages
 electric-fence
 electric-fence-static
 emacs-x
 emscripten-binaryen
 emscripten-llvm
 emscripten-tests-third-party
 enchant-static
 espeak-static
 exiv2-static
 exo-static
 extra-cmake-modules
 fakeroot-static
 fex-static
 fftw-static
 file-roller
 file-static
 finch-static
 flang-static
 flatbuffers-static
 flex-static
 fltk-static
 fluent-gtk-theme
 fluent-icon-theme
 fontconfig-static
 fontconfig-utils
 fontforge-gtk
 forestdb-dump
 freeglut-static
 freeimage-static
 freetype-static
 frei0r-plugins
 fribidi-static
 frida-dev
 frida-python
 fwknop-static
 g-ir-scanner
 game-music-emu
 gap-packages
 gap-static
 garcon-static
 gauche-static
 gawk-static
 gdal-static
 gdbm-static
 gdk-pixbuf
 gdrive-downloader
 geany-plugins
 geany-plugins-static
 geany-static
 gecode-static
 geoip2-database
 geth-utils
 gettext-static
 gflags-static
 ghc-libs
 ghc-libs-static
 giflib-static
 giflib-utils
 gimp-data
 gimp-static
 git-crypt
 git-delta
 git-gitk
 git-gui
 git-lfs
 git-sizer
 git-svn
 gitflow-avh
 glab-cli
 glew-static
 glib-bin
 glib-networking
 global-static
 glpk-static
 glu-static
 gmic-gm
 gnome-desktop3
 gnome-font-viewer
 gnome-themes-extra
 gnucobol-static
 gnumeric-help
 gnumeric-python
 gnumeric-static
 gnunet-static
 gnurl-static
 gnustep-make
 go-findimagedupes
 gobject-introspection
 goffice-static
 golang-doc
 google-drive-upload
 google-glog
 gpac-static
 gpg-crypter
 gpgme-static
 gpgmepp-static
 graphicsmagick-static
 graphviz-static
 gsettings-desktop-schemas
 gsf-tools
 gsl-static
 gst-libav
 gst-plugins-bad
 gst-plugins-base
 gst-plugins-gl-headers
 gst-plugins-good
 gst-plugins-ugly
 gst-python
 gtk-doc
 gtk-update-icon-cache
 gtk2-engines-adwaita
 gtk2-engines-adwaita-static
 gtk2-engines-murrine
 gtk2-engines-murrine-static
 gtk2-static
 gtk3-nocsd
 gtk3-static
 gtkmm2-static
 guile-static
 guile18-static
 gumbo-parser
 gumbo-parser-static
 harfbuzz-icu
 harfbuzz-utils
 hash-slinger
 haskell-aeson
 haskell-assoc
 haskell-async
 haskell-attoparsec
 haskell-base-compat
 haskell-base-compat-batteries
 haskell-base-orphans
 haskell-base16-bytestring
 haskell-base64-bytestring
 haskell-bifunctors
 haskell-cabal
 haskell-cabal-syntax
 haskell-comonad
 haskell-contravariant
 haskell-cryptohash-sha256
 haskell-data-fix
 haskell-diff
 haskell-distributive
 haskell-dlist
